100,0,1
1007,0,1
1036,0,1
1041,0,1
120,0,1
1288,0,1
1289,0,1
1294,0,1
1295,0,1
1370,0,1
1651,0,1
166,0,1
1735,0,1
1739,0,1
179,0,1
180,0,1
1835,0,1
1969,0,1
2201,0,1
2202,0,1
2208,0,1
2209,0,1
2210,0,1
2211,0,1
2212,0,1
2215,0,1
2218,0,1
224,0,1
2350,0,1
2359,0,1
24,0,1
2769,0,1
2774,0,1
2777,0,1
2830,0,1
29,0,1
2941,0,1
2946,0,1
296,0,1
297,0,1
2982,0,1
3035,0,1
3038,0,1
3045,0,1
3057,0,1
3109,0,1
3121,0,1
3155,0,1
3160,0,1
3180,0,1
3186,0,1
32,0,1
3237,0,1
3238,0,1
3246,0,1
3247,0,1
3248,0,1
3272,0,1
330,0,1
3414,0,1
3466,0,1
3476,0,1
3565,0,1
36,0,1
3806,0,1
383,0,1
3896,0,1
391,0,1
3968,0,1
4006,0,1
4010,0,1
4014,0,1
4025,0,1
4030,0,1
4040,0,1
4158,0,1
4161,0,1
4168,0,1
4175,0,1
4197,0,1
4205,0,1
4212,0,1
4276,0,1
4277,0,1
4283,0,1
4291,0,1
4300,0,1
4363,0,1
4366,0,1
4375,0,1
438,0,1
4383,0,1
4388,0,1
4389,0,1
4391,0,1
4442,0,1
4444,0,1
4446,0,1
4447,0,1
4451,0,1
4452,0,1
446,0,1
4506,0,1
452,0,1
453,0,1
4574,0,1
4576,0,1
4577,0,1
460,0,1
4620,0,1
4622,0,1
4623,0,1
4633,0,1
4721,0,1
4736,0,1
4738,0,1
4739,0,1
4741,0,1
4747,0,1
4749,0,1
475,0,1
4775,0,1
4780,0,1
4787,0,1
4816,0,1
4825,0,1
4828,0,1
4830,0,1
4872,0,1
4876,0,1
4877,0,1
4879,0,1
4881,0,1
4887,0,1
4891,0,1
4916,0,1
4925,0,1
4947,0,1
4948,0,1
4951,0,1
4954,0,1
4956,0,1
4963,0,1
5003,0,1
5005,0,1
5009,0,1
5012,0,1
5017,0,1
5018,0,1
5030,0,1
516,0,1
590,0,1
787,0,1
99,0,1
1002,0,0
1009,0,0
101,0,0
1010,0,0
102,0,0
103,0,0
1031,0,0
1034,0,0
1038,0,0
1044,0,0
1067,0,0
1069,0,0
107,0,0
1073,0,0
1074,0,0
1077,0,0
108,0,0
1082,0,0
109,0,0
110,0,0
1101,0,0
1106,0,0
1109,0,0
111,0,0
1112,0,0
112,0,0
113,0,0
1133,0,0
1134,0,0
1137,0,0
1138,0,0
114,0,0
1140,0,0
1141,0,0
1143,0,0
1145,0,0
1146,0,0
1147,0,0
115,0,0
116,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
117,0,0
1170,0,0
1171,0,0
1173,0,0
1175,0,0
1176,0,0
1177,0,0
1179,0,0
119,0,0
121,0,0
122,0,0
1221,0,0
1222,0,0
1223,0,0
1227,0,0
1228,0,0
1229,0,0
123,0,0
1232,0,0
1233,0,0
1234,0,0
124,0,0
125,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1259,0,0
1260,0,0
1264,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,0
129,0,0
1291,0,0
1292,0,0
1293,0,0
131,0,0
1316,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
133,0,0
136,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
137,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1378,0,0
1379,0,0
1380,0,0
14,0,0
140,0,0
1402,0,0
1403,0,0
1408,0,0
1409,0,0
141,0,0
1410,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1418,0,0
142,0,0
1435,0,0
1436,0,0
1437,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,0,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1457,0,0
1458,0,0
1459,0,0
1460,0,0
1462,0,0
1463,0,0
1486,0,0
1488,0,0
1489,0,0
1490,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,0
1544,0,0
1546,0,0
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,0
1553,0,0
1554,0,0
1593,0,0
1595,0,0
1599,0,0
1600,0,0
1601,0,0
1604,0,0
1606,0,0
1610,0,0
1611,0,0
1612,0,0
1613,0,0
1614,0,0
1615,0,0
1616,0,0
1617,0,0
1618,0,0
1619,0,0
1620,0,0
1621,0,0
1622,0,0
1623,0,0
1624,0,0
1625,0,0
1626,0,0
1627,0,0
1628,0,0
1650,0,0
1654,0,0
1655,0,0
1656,0,0
1659,0,0
1660,0,0
1662,0,0
1666,0,0
1667,0,0
